text_id	criterion	sample_llm	answer1_prob	answer2_prob	answer3_prob	answer4_prob
V5_59	Q0	4	0.0322393742619237	0.1790095235652882	0.2492094004467478	0.5395417017260401
V5_58	Q0	4	0.0098339966390252	0.0963519301370681	0.1682901422882172	0.7255239309356895
V5_57	Q0	4	0.0143835470790973	0.1342739195760081	0.2412055777068062	0.6101369556380882
V5_56	Q0	4	0.0043192155573968	0.0792986259959457	0.2334221931890368	0.6829599652576205
V5_55	Q0	3	0.0018759197605025	0.035572187342024	0.110437204911643	0.8521146879858303
V5_54	Q0	3	0.0017109800752766	0.0404207048416875	0.1321713715348758	0.8256969435481599
V5_53	Q0	4	0.0642297397826004	0.3280911414055041	0.2244615089006123	0.3832176099112832
V5_51	Q0	4	0.0052618909753311	0.1044319291183989	0.1954203468008349	0.6948858331054351
V5_50	Q0	4	0.0026517007177376	0.0530397384363236	0.1808622179199003	0.7634463429260383
V5_49	Q0	3	0.0004782081488866	0.0197781781570539	0.1363124281204066	0.8434311855736527
V5_48	Q0	4	4.169988088481917e-05	0.0016422857038046	0.0329420478970077	0.9653739665183028
V5_47	Q0	4	0.0075664436282166	0.1601935960214093	0.2018538980919151	0.6303860622584587
V5_45	Q0	4	0.00391547620366	0.127536928469698	0.2472011945067234	0.6213464008199184
V5_42	Q0	4	0.0095395435024018	0.1599269156055688	0.1729991071348149	0.6575344337572144
V5_41	Q0	3	0.0022807383478318	0.0709878139150397	0.2032451787401493	0.7234862689969792
V5_40	Q0	4	0.0001582753618213	0.0064292271297516	0.0525299421387129	0.940882555369714
V5_38	Q0	3	0.0012399881172435	0.0478928247479678	0.144175008247014	0.8066921788877747
V5_37	Q0	4	0.0001103525181503	0.006745179307879	0.0541137586908811	0.9390307094830896
V5_35	Q0	4	0.0043881346117682	0.0603449773779614	0.174951714584475	0.7603151734257954
V5_34	Q0	4	0.0028446018874511	0.0498052661126805	0.139209434707488	0.8081406972923803
V5_32	Q0	4	0.0008880609103704	0.0267948566865329	0.1082517739651588	0.8640653084379377
V5_31	Q0	3	0.02127048101016	0.2139157494712574	0.266696642869934	0.4981171266486485
V5_27	Q0	4	0.0139970356009538	0.1761270948760973	0.2850374754426842	0.5248383940802646
V5_25	Q0	3	0.0023760789984596	0.085860033198739	0.3239001694905511	0.5878637183122501
V5_24	Q0	4	0.0027120712505006	0.0389099165398935	0.1176212177273082	0.8407567944822975
